epoch,lr,acc_all,acc_no_bg,f1m,ioum,precm,recm,loss,d21_acc,d21_f1,d21_iou,val_d11_acc,val_d11_f1,val_d11_iou,val_d22_acc,val_d22_f1,val_d22_iou
1,0.00019996641784760462,0.6436767578125,0.6902750134468079,0.3847917914390564,0.24363870918750763,0.27033013105392456,0.6772367358207703,1.2708163658777873,0.9705039858818054,0.48631593585014343,0.3212796747684479,0.9674277901649475,0.4543556272983551,0.29395872354507446,0.9793199896812439,0.41722190380096436,0.26360100507736206
2,0.00019986569440594827,0.8535721898078918,0.7608849406242371,0.5982383489608765,0.42941027879714966,0.5006555914878845,0.7603325247764587,0.40961940089861554,0.9889507293701172,0.6917589902877808,0.5287702679634094,0.9859773516654968,0.6459002494812012,0.4769960641860962,0.9898501634597778,0.602085530757904,0.43070271611213684
3,0.0001996978987058466,0.6121620535850525,0.7945318818092346,0.4284539818763733,0.27886101603507996,0.3077787160873413,0.7834082841873169,1.2790045241514842,0.940341055393219,0.3165270686149597,0.18802028894424438,0.9385318160057068,0.30304354429244995,0.1785806268453598,0.9735068678855896,0.3799843490123749,0.23455598950386047
4,0.00019946314574609083,0.7406365871429443,0.8112859129905701,0.5299733877182007,0.36693274974823,0.4194267988204956,0.810641348361969,0.8466532727082571,0.9787507653236389,0.5515146255493164,0.38075268268585205,0.964680552482605,0.43994373083114624,0.28200507164001465,0.9838777184486389,0.5108572840690613,0.3430546224117279
5,0.00019916159641463347,0.8127068877220154,0.7004037499427795,0.570842981338501,0.41129234433174133,0.5353524684906006,0.7266513705253601,0.5763648351033529,0.9915205836296082,0.7381452918052673,0.5849685668945312,0.9922311902046204,0.7332568764686584,0.5788520574569702,0.9906840920448303,0.6130856871604919,0.44205018877983093
6,0.00019879345737832356,0.8952456712722778,0.8047924041748047,0.6841900944709778,0.5219368934631348,0.6055929064750671,0.8093565702438354,0.30256133278210956,0.9906044602394104,0.7323376536369324,0.5777071714401245,0.9926038384437561,0.7730283737182617,0.630029559135437,0.9913098812103271,0.6575869917869568,0.4898544251918793
7,0.00019835898094126763,0.8354440927505493,0.8323967456817627,0.6230323314666748,0.4589589834213257,0.5124956369400024,0.8297241926193237,0.48641890784104663,0.9889366030693054,0.7163471579551697,0.5580536127090454,0.9896034598350525,0.7206628918647766,0.5633096098899841,0.9929726123809814,0.6827910542488098,0.5183619260787964
8,0.00019785846487191302,0.868049681186676,0.8429001569747925,0.6589882969856262,0.4948078691959381,0.5468957424163818,0.8452607989311218,0.3924723267555237,0.9903936982154846,0.7370753288269043,0.5836257338523865,0.9907124042510986,0.7392873167991638,0.5864042043685913,0.990551769733429,0.6397531032562256,0.47032126784324646
9,0.00019729225219897235,0.7872841358184814,0.7657065391540527,0.5338509678840637,0.37294232845306396,0.43696779012680054,0.747668445110321,0.6730204423268636,0.9608809351921082,0.42800238728523254,0.27226656675338745,0.9599364995956421,0.4171822667121887,0.2635693848133087,0.9866943359375,0.5101471543312073,0.3424144387245178
10,0.00019666073097632873,0.8938245177268982,0.8043553829193115,0.6812611222267151,0.5203264355659485,0.5998543500900269,0.8145864009857178,0.3118625084559123,0.9922825694084167,0.782800555229187,0.6431160569190979,0.9934210777282715,0.7921403646469116,0.6558214426040649,0.9934711456298828,0.721023440361023,0.5637503266334534
11,0.00019596433401708298,0.62626051902771,0.8441072702407837,0.4885222315788269,0.33282670378685,0.3569168448448181,0.8345503211021423,1.1606346766153972,0.9769942164421082,0.5545603632926941,0.38366207480430603,0.9615388512611389,0.4254011809825897,0.27016481757164,0.9908588528633118,0.6271879076957703,0.4568636417388916
12,0.0001952035385969251,0.8559814691543579,0.7964327335357666,0.6152499914169312,0.4561880826950073,0.5219763517379761,0.7868144512176514,0.4496823052565257,0.9908202886581421,0.747989296913147,0.597430408000946,0.9867482781410217,0.6832130551338196,0.5188485383987427,0.9925960898399353,0.6977232694625854,0.5357718467712402
13,0.00019437886612703355,0.8403410315513611,0.839722752571106,0.6570433378219604,0.500105082988739,0.5647364258766174,0.8421037793159485,0.49088028570016223,0.9926899075508118,0.784711480140686,0.645699679851532,0.9921348094940186,0.767094075679779,0.6221837997436523,0.9930253028869629,0.703776478767395,0.5429437756538391
14,0.00019349088179672583,0.8915733098983765,0.8644341826438904,0.7191851735115051,0.567487359046936,0.6273102760314941,0.8713932037353516,0.3107234388589859,0.991732656955719,0.7704765796661377,0.6266465783119202,0.9912648797035217,0.7629706859588623,0.6167765855789185,0.9924380779266357,0.7047609686851501,0.5441164970397949
15,0.00019254019418610616,0.9010947942733765,0.8716075420379639,0.7365607023239136,0.5903124213218689,0.6506403684616089,0.8757866621017456,0.28539658337831497,0.9936266541481018,0.8029556274414062,0.6707819104194641,0.9949706792831421,0.8387840986251831,0.7223325967788696,0.9923712611198425,0.7016132473945618,0.5403731465339661
16,0.00019152745484897493,0.8420538902282715,0.8807165026664734,0.6513517498970032,0.48836785554885864,0.5297300815582275,0.881026029586792,0.48738352457682294,0.9875462651252747,0.6928829550743103,0.5300848484039307,0.990039050579071,0.7305526733398438,0.5754887461662292,0.9883262515068054,0.6084557771682739,0.4372522234916687
17,0.0001904533578662864,0.8950992226600647,0.8498307466506958,0.7058601975440979,0.5502527952194214,0.610275149345398,0.8487761616706848,0.32943233599265415,0.993293821811676,0.7983774542808533,0.6644161343574524,0.9914768934249878,0.75666743516922,0.6085801720619202,0.9939633011817932,0.7402410507202148,0.587605357170105
18,0.0001893186393704601,0.8848902583122253,0.8522935509681702,0.690778374671936,0.5342183113098145,0.5987097024917603,0.8425253629684448,0.3616814787189166,0.9928235411643982,0.7986589670181274,0.6648061275482178,0.993571400642395,0.8045168519020081,0.6729637980461121,0.9926475286483765,0.7132117748260498,0.5542572140693665
19,0.00018812407704087267,0.868075430393219,0.8616522550582886,0.6822062134742737,0.5243149399757385,0.5832757353782654,0.8654266595840454,0.37200110654036206,0.9921116828918457,0.773727536201477,0.6309587955474854,0.9873843789100647,0.6881193518638611,0.5245290398597717,0.9945544004440308,0.7574682831764221,0.6096168160438538
20,0.00018687048957087508,0.8928017020225525,0.8799048066139221,0.7184165120124817,0.5637178421020508,0.614811360836029,0.8754369616508484,0.3244961127638817,0.9926462173461914,0.7921554446220398,0.6558421850204468,0.9887181520462036,0.7187520265579224,0.5609780550003052,0.9943243861198425,0.7424339652061462,0.5903737545013428
21,0.0001855587361067011,0.9023655652999878,0.8726967573165894,0.7365372776985168,0.5893161296844482,0.6548892855644226,0.8759567141532898,0.28591764469941455,0.9941341876983643,0.8239423036575317,0.700596809387207,0.9941547513008118,0.8185263276100159,0.6928011775016785,0.9931897521018982,0.7282329797744751,0.5726150870323181
22,0.0001841897156586516,0.9077945351600647,0.8676046133041382,0.7369746565818787,0.585565447807312,0.649946928024292,0.8618350028991699,0.28544867783784866,0.9908922910690308,0.763717532157898,0.6177533268928528,0.9903063178062439,0.7491520643234253,0.5989153981208801,0.9936805963516235,0.7353636622428894,0.5814824104309082
23,0.0001827643664849576,0.9161466956138611,0.8612984418869019,0.7462859749794006,0.5995640158653259,0.6714881062507629,0.8649232387542725,0.25340912242730457,0.9935598373413086,0.8051321506500244,0.6738253235816956,0.9948447942733765,0.8375313878059387,0.7204765677452087,0.9925639629364014,0.6570667028427124,0.4892772138118744
24,0.0001812836654487449,0.8469520807266235,0.8946053981781006,0.673721432685852,0.5153329968452454,0.5538049936294556,0.8879039287567139,0.4751945684353511,0.9871697425842285,0.6975617408752441,0.5355814099311829,0.9850611686706543,0.660653829574585,0.49326592683792114,0.9923378229141235,0.7018648982048035,0.540671706199646
25,0.0001797486273485411,0.8785092234611511,0.8960414528846741,0.7134917378425598,0.5618314743041992,0.6062978506088257,0.8910435438156128,0.362827201684316,0.9905067682266235,0.758151113986969,0.6105018854141235,0.9938206672668457,0.8117144703865051,0.6830971837043762,0.9931049346923828,0.7271432876586914,0.5712687969207764
26,0.0001781603042227832,0.8416246771812439,0.8800296783447266,0.6500533223152161,0.48668864369392395,0.5237295031547546,0.8694736361503601,0.5199609398841858,0.984790027141571,0.6597683429718018,0.4922793209552765,0.9867329001426697,0.6827274560928345,0.5182886719703674,0.988330066204071,0.6065673232078552,0.4353043735027313
27,0.0001765197846288031,0.8955823183059692,0.7471694946289062,0.677712619304657,0.5278089642524719,0.6598100066184998,0.7874133586883545,0.30987584094206494,0.9945787787437439,0.8303918838500977,0.7099745869636536,0.9952521324157715,0.8376894593238831,0.7207105159759521,0.9925023317337036,0.6997066140174866,0.5381144881248474
28,0.0001748281928967847,0.9030646085739136,0.8915945291519165,0.7366898655891418,0.5858181715011597,0.6334425210952759,0.8945296406745911,0.3231011281410853,0.9914255142211914,0.7705848217010498,0.6267896890640259,0.9939003586769104,0.817752480506897,0.6916931867599487,0.9932193160057068,0.7169142961502075,0.558742344379425
29,0.00017308668835920425,0.9296810626983643,0.8823329210281372,0.7906429767608643,0.6577164530754089,0.7271856665611267,0.8806166648864746,0.2107176035642624,0.995442271232605,0.8594189882278442,0.7534922361373901,0.9951698780059814,0.8516632914543152,0.7416495084762573,0.9956491589546204,0.8057595491409302,0.6747046113014221
30,0.00017129646455628172,0.9010254144668579,0.8927461504936218,0.7369598746299744,0.586887001991272,0.635543167591095,0.8924815654754639,0.3258068213860194,0.9929520487785339,0.8003057837486267,0.6670915484428406,0.9943153858184814,0.8260595798492432,0.7036640048027039,0.9921965003013611,0.7050366997718811,0.544445276260376
31,0.00016945874841798795,0.917065441608429,0.8949592113494873,0.7693289518356323,0.6268134117126465,0.6808996796607971,0.8893855214118958,0.2570445289214452,0.9937114715576172,0.8197421431541443,0.6945449709892273,0.9908768534660339,0.7595991492271423,0.6123819351196289,0.9955386519432068,0.7973619699478149,0.6630107760429382
32,0.00016757479942316816,0.9196648597717285,0.8443223237991333,0.7471622228622437,0.5992595553398132,0.6699796915054321,0.8570845127105713,0.2552441234389941,0.9941945672035217,0.8313801288604736,0.7114205360412598,0.99320387840271,0.8092473745346069,0.6796098947525024,0.9957442283630371,0.7993214130401611,0.6657246947288513
33,0.00016564590873635804,0.9045050144195557,0.9042485356330872,0.7522523403167725,0.6075822710990906,0.6523065567016602,0.9069622159004211,0.3127123564481735,0.9928607940673828,0.8001006841659546,0.6668065786361694,0.9916208386421204,0.773662805557251,0.6308728456497192,0.9939119219779968,0.7512338161468506,0.6015809178352356
34,0.00016367339832288412,0.9140264987945557,0.8936966061592102,0.7610610723495483,0.6161611080169678,0.668968915939331,0.8863463401794434,0.28358598053455353,0.9923070073127747,0.7914881706237793,0.6549279689788818,0.9920975565910339,0.784934937953949,0.6460024118423462,0.9942498207092285,0.761574923992157,0.61495441198349
35,0.00016165862004285467,0.9466835260391235,0.8820554614067078,0.8229164481163025,0.7002589106559753,0.7760507464408875,0.8818894028663635,0.15361668914556503,0.9952906370162964,0.8580392599105835,0.7513737082481384,0.9951030611991882,0.8542025685310364,0.7455092072486877,0.995883047580719,0.8142393827438354,0.6866810321807861
36,0.00015960295472466243,0.9176809191703796,0.8922674655914307,0.7649624943733215,0.6215407848358154,0.6749647855758667,0.8949653506278992,0.2771685520807902,0.9936484694480896,0.8172710537910461,0.6910045742988586,0.993855357170105,0.8215005397796631,0.6970733404159546,0.994555652141571,0.7600929141044617,0.6130239963531494
37,0.00015750781121863367,0.9185752272605896,0.8866480588912964,0.7759285569190979,0.6397873163223267,0.7043018937110901,0.888534426689148,0.2509986211856206,0.9931948781013489,0.8097700476646423,0.6803476810455322,0.9934146404266357,0.8120439052581787,0.6835638284683228,0.994758665561676,0.7785438299179077,0.6373900175094604
38,0.0001553746254314727,0.891154408454895,0.9013000726699829,0.7265983819961548,0.573384165763855,0.6153895854949951,0.9003543853759766,0.3572077800830205,0.987922728061676,0.710345447063446,0.5508028864860535,0.9823537468910217,0.6241344213485718,0.45363038778305054,0.9931910634040833,0.7196444869041443,0.5620661377906799
39,0.000153204859342163,0.9343479871749878,0.9014804363250732,0.8011524081230164,0.6699188947677612,0.724991500377655,0.9023907780647278,0.19908579935630163,0.9952662587165833,0.8543067574501038,0.7456679344177246,0.9939619898796082,0.8255170583724976,0.7028770446777344,0.9952418208122253,0.7885811924934387,0.6509567499160767
40,0.000151,0.9134971499443054,0.9038392305374146,0.761949360370636,0.6178207397460938,0.6616234183311462,0.9099549055099487,0.27877798676490784,0.9932720065116882,0.8089190721511841,0.6791470050811768,0.9937152862548828,0.8177787661552429,0.6917307376861572,0.9935957789421082,0.7411984801292419,0.5888128280639648
41,0.00014876155850544165,0.8992791175842285,0.9029859304428101,0.7383754253387451,0.5877764821052551,0.6322720646858215,0.9045993089675903,0.33157338201999664,0.9932501316070557,0.8082916140556335,0.6782630085945129,0.9900326132774353,0.7427111864089966,0.5907244086265564,0.9950464963912964,0.7697545289993286,0.625691831111908
42,0.00014649106897447558,0.903572142124176,0.9140720367431641,0.7517980337142944,0.604181706905365,0.6433219909667969,0.914080798625946,0.30382058024406433,0.9884058833122253,0.7216755747795105,0.5645480155944824,0.9906211495399475,0.7537864446640015,0.6048614382743835,0.9939170479774475,0.7481914162635803,0.5976884365081787
43,0.00014419008748721294,0.9355558753013611,0.9072039127349854,0.8076246380805969,0.6792187094688416,0.7309979200363159,0.9073145985603333,0.1954875042041143,0.9949167370796204,0.8490191102027893,0.7376483678817749,0.9944040179252625,0.8367508053779602,0.7193219661712646,0.9957506656646729,0.8107365369796753,0.6817131638526917
44,0.00014186019102142844,0.8736623525619507,0.9128788113594055,0.7015749216079712,0.5425273776054382,0.5727765560150146,0.9136980772018433,0.43046335379282635,0.9873522520065308,0.7000091671943665,0.5384723544120789,0.9894004464149475,0.7297271490097046,0.5744647979736328,0.9922325015068054,0.6996572017669678,0.538055956363678
45,0.00013950297637177882,0.891194224357605,0.9134753942489624,0.7301457524299622,0.5777863264083862,0.6136450171470642,0.915055513381958,0.35568638145923615,0.9890072345733643,0.729896068572998,0.5746743679046631,0.9921875,0.7829346060752869,0.6432971358299255,0.9894543886184692,0.6464481353759766,0.47759389877319336
46,0.00013712005905543945,0.842204213142395,0.9024725556373596,0.6737334728240967,0.5155255794525146,0.5560790300369263,0.9009405970573425,0.5199828445911407,0.9778705835342407,0.5758128762245178,0.40430977940559387,0.9800318479537964,0.5965103507041931,0.42501941323280334,0.988070547580719,0.6031800508499146,0.4318237602710724
47,0.00013471307220490954,0.8917428851127625,0.9010226130485535,0.7327732443809509,0.5849060416221619,0.6232379078865051,0.8975912928581238,0.3629859040180842,0.9936317801475525,0.820499837398529,0.6956334710121155,0.9946751594543457,0.841553807258606,0.7264505624771118,0.9928954839706421,0.7287445664405823,0.5732479095458984
48,0.00013228366544874485,0.9072085618972778,0.9096390008926392,0.7566226124763489,0.6125075817108154,0.6554520130157471,0.9085444211959839,0.29951587816079456,0.9933760762214661,0.8130688071250916,0.6850177049636841,0.9919061064720154,0.7826206684112549,0.6428733468055725,0.9947612285614014,0.7692046761512756,0.624965488910675
49,0.00012983350378098445,0.9381720423698425,0.8935786485671997,0.8091610670089722,0.6806917786598206,0.7426144480705261,0.894921064376831,0.18506251027186713,0.9940275549888611,0.8308957815170288,0.7107114195823669,0.9932796955108643,0.8132409453392029,0.6852620840072632,0.9961888194084167,0.8225226998329163,0.6985465884208679
50,0.00012736426642004703,0.9439093470573425,0.8752497434616089,0.8161901831626892,0.6919006705284119,0.7726575136184692,0.8735733032226562,0.1929438884059588,0.9956594109535217,0.8642500638961792,0.7609511017799377,0.9957879185676575,0.8687119483947754,0.7678963541984558,0.9963610172271729,0.8255728483200073,0.702957808971405
51,0.00012487764565787874,0.9082172513008118,0.9069333672523499,0.7621039748191833,0.6213051080703735,0.666150689125061,0.9066435098648071,0.28966179490089417,0.9934608936309814,0.8173825740814209,0.691163957118988,0.9932090640068054,0.8085630536079407,0.6786452531814575,0.9942498207092285,0.7663062810897827,0.6211479902267456
52,0.0001223753457001404,0.8773450255393982,0.9116092324256897,0.7114346027374268,0.5565699934959412,0.5901467800140381,0.9130915403366089,0.4021545847256978,0.9929983019828796,0.8016164898872375,0.668914794921875,0.9929250478744507,0.8005794882774353,0.6674719452857971,0.9919626116752625,0.6962264776229858,0.534008800983429
53,0.00011985908149823045,0.938191294670105,0.8925310969352722,0.8039537072181702,0.6740681529045105,0.7350713014602661,0.8968560695648193,0.19590630879004797,0.9952855110168457,0.8591175675392151,0.7530291080474854,0.99552321434021,0.8636506199836731,0.7600220441818237,0.995816171169281,0.805820643901825,0.6747902631759644
54,0.00011733057757394263,0.9038522839546204,0.914467453956604,0.7483037114143372,0.5996511578559875,0.6360505223274231,0.9152780771255493,0.31372998158137005,0.9915052056312561,0.7741913199424744,0.6315760016441345,0.9907252192497253,0.7567568421363831,0.6086956262588501,0.9931448101997375,0.7285954356193542,0.5730633735656738
55,0.00011479156683756505,0.9164807796478271,0.8863775134086609,0.7701966762542725,0.6329697370529175,0.6940518021583557,0.8897178173065186,0.26109803716341656,0.9941419363021851,0.8310918807983398,0.7109984159469604,0.9936433434486389,0.8181985020637512,0.6923316121101379,0.995002806186676,0.7804437875747681,0.6399407386779785
56,0.00011224378940023004,0.8662559390068054,0.9182415008544922,0.6927961707115173,0.5313383340835571,0.5577277541160583,0.9184170365333557,0.46073973178863525,0.9889018535614014,0.7269623279571533,0.571045458316803,0.9887464046478271,0.7181748151779175,0.560275137424469,0.9916670918464661,0.6895791888237,0.5262273550033569
57,0.0001096889913813288,0.9413265585899353,0.9053862690925598,0.8189527988433838,0.6948398947715759,0.7490362524986267,0.9058963656425476,0.1818771113952001,0.9955990314483643,0.866351842880249,0.764215886592865,0.9953240752220154,0.8582115769386292,0.7516379952430725,0.9957557916641235,0.8143234848976135,0.6868006587028503
58,0.00010712892371180848,0.9316676259040833,0.895167350769043,0.7899475693702698,0.6554157137870789,0.7138684391975403,0.896416187286377,0.23141608635584512,0.9952020049095154,0.8515071868896484,0.7414127588272095,0.9951531887054443,0.8527597188949585,0.7433140277862549,0.9945003986358643,0.7354105114936829,0.5815408825874329
59,0.00010456534093417156,0.9245669841766357,0.9147171974182129,0.7868186831474304,0.6499893069267273,0.6924551725387573,0.9148399233818054,0.24188056588172913,0.9927978515625,0.8015859127044678,0.6688722372055054,0.9926963448524475,0.7977080345153809,0.6634894609451294,0.9939478635787964,0.7544317245483398,0.6056927442550659
