epoch,train_loss,val_loss,train_f1,val_f1,train_iou,val_iou,lr,sec
1,2.2728130617341793,0.7430002888043722,0.13025712650738394,0.5818781929631742,0.07431923299908814,0.4137274699190409,0.0002,163.9040172100067
2,2.052889868096038,0.7045931617418925,0.2510986222691426,0.5096958150669679,0.14806100059739627,0.3494931913977837,0.00019996573249755572,164.15350794792175
3,2.0141570601429972,0.5561225016911825,0.2588634678576334,0.5684509726377796,0.15400051996944691,0.40250501499044966,0.0001998629534754574,164.56447505950928
4,1.979029478726687,0.6136195560296377,0.27341683366701064,0.5137233031005192,0.16362417564622644,0.3498896188382883,0.00019969173337331284,165.54386234283447
5,1.9607810682350106,0.5153384904066721,0.292347175565665,0.6409462782070813,0.17729860100335273,0.47727250402127414,0.00019945218953682734,165.70151019096375
6,1.9466470780072513,0.5927205880482992,0.27438596193094195,0.7267715300663354,0.16500029143418557,0.5765184932224895,0.00019914448613738106,165.76968955993652
7,1.93033528994847,0.5640976627667745,0.3023779717312954,0.6689493209595184,0.18518573802590274,0.5120924553628835,0.0001987688340595138,166.24554228782654
8,1.9144721214587872,0.41450275977452594,0.3051255946042745,0.6472347353920586,0.18670967759320747,0.4831405708784056,0.0001983254907563955,166.1830370426178
9,1.9100764648064033,0.40655417740345,0.3136664942652921,0.7258573588702132,0.1921813648674254,0.5737045835120954,0.00019781476007338058,166.15687370300293
10,1.8868846918319488,0.7133137683073679,0.32508036049077044,0.5997402355013572,0.20074893194477225,0.441842278060309,0.00019723699203976766,166.335520029068
11,1.8826910532437837,0.3741582781076431,0.3294314049460192,0.6808547354931834,0.20482597853073212,0.5242889623873358,0.0001965925826289068,166.18683290481567
12,1.9079124952529694,0.36924925446510315,0.3374959155979003,0.668321987829906,0.2111570697471146,0.5089767031650477,0.0001958819734868193,166.33053517341614
13,1.8701251520143523,0.38188191999991733,0.331716122309794,0.7021359669255957,0.20631787520672254,0.5463147552186319,0.00019510565162951534,166.3718273639679
14,1.8685277008510137,0.37090430160363513,0.3397145796918131,0.7529660042957075,0.2122834118939365,0.6080788794255013,0.00019426414910921785,166.38270545005798
15,1.8644946438449246,0.44355573256810504,0.34569482644867144,0.6909381134901781,0.21828714328819948,0.5333240453766322,0.00019335804264972016,166.37741470336914
16,1.85615502954363,0.4293233702580134,0.3470741253891702,0.6250891198434675,0.21872026582510976,0.4630227427649755,0.00019238795325112867,166.1632297039032
17,1.8545810234296571,0.7488325834274292,0.33910325053192286,0.7878117044732926,0.21301379031523793,0.6540499240679317,0.00019135454576426006,166.2944667339325
18,1.8602286002019068,0.3116944233576457,0.35446854265250527,0.7698639566354921,0.22428766006896897,0.6303178122609256,0.00019025852843498607,166.19596600532532
19,1.847077196294611,0.292039655148983,0.35635753815517174,0.7237593860919905,0.22435499909685483,0.5716449323799212,0.00018910065241883677,166.29829478263855
20,1.8584215841093263,0.41705692062775296,0.35360787728358717,0.6330907271778096,0.22402988292007436,0.4709601053587731,0.00018788171126619653,166.17093110084534
21,1.8463310903602548,0.3206304833292961,0.35669584647408376,0.7396285838676541,0.2258465720352666,0.591249883489967,0.00018660254037844388,166.08126735687256
22,1.8359004467517346,0.38121231396993,0.3690947867224806,0.7869968518436304,0.23516421576997104,0.6526038247820459,0.00018526401643540922,166.44174528121948
23,1.8332520064774094,0.6505059450864792,0.3690271331338798,0.6028036821030959,0.2343286955719268,0.43766615019835003,0.0001838670567945424,166.26442790031433
24,1.8316372299527788,0.6316026548544565,0.37555842320066934,0.8001000793749781,0.2409281122303909,0.6708187039285948,0.00018241261886220157,166.37576413154602
25,1.8445775725624778,0.4486308967073758,0.3652213688008817,0.7786124707378309,0.23193974368414977,0.6424777337663473,0.00018090169943749476,166.37730431556702
26,1.842676291932593,0.44852663824955624,0.3777426684494735,0.802641393262954,0.24223654386400503,0.6750491074014865,0.00017933533402912354,166.5299003124237
27,1.821252225162266,0.3543473059932391,0.37862222592511374,0.7898419181961335,0.2428063887136403,0.6565037551363395,0.0001777145961456971,166.6179645061493
28,1.8214807802146964,0.4709872255722682,0.3835345697683525,0.7047980068012275,0.24621243253107375,0.5492400731321514,0.0001760405965600031,166.31605434417725
29,1.8188296302215203,0.31443797796964645,0.37736171059419343,0.7923152570926582,0.24177845205843115,0.6604716362419197,0.00017431448254773944,166.19683289527893
30,1.8236645293402505,0.4134083812435468,0.3855949889773012,0.8232571813614052,0.2485840023160824,0.7035973574810468,0.00017253743710122875,166.2308268547058
31,1.831316078876282,0.4005247776707013,0.3807507058454444,0.7907595076472739,0.24483118378045432,0.658039535538265,0.00017071067811865476,165.8957245349884
32,1.8233082819651891,0.29974206040302914,0.38735031316624907,0.6498625971113157,0.24887729257872435,0.4867496356539786,0.0001688354575693754,166.14813208580017
33,1.813569793334374,0.36105133841435116,0.3837722163363151,0.727039914353982,0.246567862436313,0.5761183691167913,0.00016691306063588583,166.03694987297058
34,1.8155094068367164,0.28937843938668567,0.382156231622822,0.6852891555889175,0.24587973397662388,0.5247545121964374,0.00016494480483301838,166.42124676704407
35,1.816646472974257,0.31305573880672455,0.38664182000874153,0.8100057428662552,0.24865881508288323,0.6838564228057481,0.00016293203910498376,166.19385886192322
36,1.8081746910001848,0.31527335941791534,0.38743571264301985,0.804129175458781,0.2494684485951968,0.6759809499148393,0.00016087614290087208,166.04263710975647
37,1.8084278915311907,0.3433424060543378,0.39403073141835226,0.7346916555131173,0.2550840292936293,0.5862061832319363,0.00015877852522924735,166.1330828666687
38,1.8075218638340076,0.2872501586874326,0.3849372773810034,0.7550970085606451,0.24750299412473087,0.6099811205515896,0.0001566406236924833,166.17345905303955
39,1.806379451618328,0.3159716725349426,0.39178625406463513,0.7952612496405177,0.25418646516806426,0.6635869340404602,0.00015446390350150275,166.18555092811584
40,1.8081209563708807,0.30700816214084625,0.3937450817693391,0.6834971019486099,0.2552393656608271,0.5221575141119116,0.00015224985647159492,166.21629190444946
41,1.8031926271798728,0.39946388204892475,0.38945696728383433,0.7632824904892664,0.25065033375234935,0.6229731027273707,0.00015000000000000004,166.16280460357666
42,1.802096443159597,0.3062453990181287,0.39777589092717114,0.795743859904258,0.2582154794820426,0.6639038308302163,0.0001477158760259609,166.23190331459045
43,1.7986012638865652,0.26183824489514035,0.40208351914804186,0.7516801206843384,0.2621451006071653,0.6054724516520094,0.0001453990499739547,166.20995426177979
44,1.8026184652235124,0.31805403530597687,0.3942762632009948,0.7912277681476446,0.2552172259494479,0.657363480103551,0.00014305110968082955,166.16298913955688
45,1.813374557278373,0.27838342140118283,0.39609034983611835,0.7800983898056165,0.2574415344825576,0.6426732943437813,0.00014067366430758004,166.00680494308472
46,1.794808595330565,0.3175722708304723,0.39422234732118233,0.7298128595252266,0.25658619190000087,0.5781919315947543,0.000138268343236509,166.1596291065216
47,1.801272442290833,0.2923820565144221,0.3975132157407554,0.7984033686582915,0.25908310812255,0.6673121327873446,0.00013583679495453007,166.32739663124084
48,1.794539700021277,0.2680521681904793,0.3973790408737796,0.7828785138056623,0.2583922534929597,0.6474159223543565,0.0001333806859233771,166.29884600639343
49,1.7965923035061442,0.32730985184510547,0.39636772026280176,0.7750465702539752,0.25768486371165167,0.6376390429720832,0.00013090169943749476,166.18942713737488
50,1.7961735333596076,0.27848437676827115,0.4050024968762649,0.7378218024709682,0.26316376005888137,0.5893745734940148,0.0001284015344703923,166.2146601676941
51,1.7940128433120834,0.3514985417326291,0.39619263307180835,0.7243546433209013,0.25763646826427233,0.5708639769589733,0.0001258819045102521,165.95774292945862
52,1.7904441606748354,0.28694794327020645,0.3983780036259041,0.7929525947312555,0.2584619049192286,0.6597669490218951,0.00012334453638559057,166.18368887901306
53,1.7899036861799813,0.310634508728981,0.3995105809510863,0.7114149893284951,0.2600119316914053,0.5564145997035702,0.00012079116908177593,166.34107398986816
54,1.793469124740654,0.2935769309600194,0.4003474200862292,0.7698463660661999,0.26098921121616037,0.6302142293864611,0.00011822355254921475,166.44788026809692
55,1.787501202596651,0.2713354155421257,0.39976958963046916,0.766060655136371,0.25815479296783356,0.6241723947122958,0.00011564344650402309,166.1511034965515
56,1.798510861563516,0.2872096598148346,0.40277946215455096,0.8315498364249794,0.2630456838754923,0.7142730285168247,0.00011305261922200515,166.39570569992065
57,1.7869045555174767,0.2880966290831566,0.40172412837091537,0.8200752907205012,0.2621042418901048,0.6975602544318752,0.00011045284632676535,166.2120749950409
58,1.7821436307647012,0.36353900531927746,0.40585403063442727,0.790610389234144,0.2654108943938418,0.6577448860767711,0.0001078459095727845,166.26283502578735
59,1.7967576655474575,0.2930873284737269,0.4025098910413621,0.79103590275484,0.26214200223348777,0.657501465982687,0.00010523359562429437,166.00643181800842
60,1.7799859347043339,0.2899230296413104,0.40453769889117086,0.8044221569643591,0.26316999262130475,0.6754540567531023,0.0001026176948307873,166.0232639312744
61,1.7854259589335302,0.33566951751708984,0.40260765968677753,0.795242214455392,0.26247450936871203,0.6640426304648305,0.00010000000000000002,165.9441578388214
62,1.799823765154485,0.3330848192175229,0.3995352627277253,0.8437462438849268,0.2602326368773191,0.7323982829706406,9.738230516921269e-05,166.1559543609619
63,1.784051931821383,0.29314176241556805,0.4027197794309392,0.8145290796211486,0.26327194489155126,0.6895396445236878,9.476640437570563e-05,166.0741672515869
64,1.8023017724077184,0.3023131986459096,0.40114234260762105,0.8062864308484876,0.2630679214350472,0.6784986387514852,9.215409042721552e-05,166.31027841567993
65,1.7927045972197206,0.2988364001115163,0.4024327905585717,0.7864821907053622,0.26237524361664466,0.6520972460061291,8.954715367323468e-05,166.47454285621643
66,1.7814017709318575,0.2840696598092715,0.39939724888391315,0.8151656311681855,0.26125087736626135,0.6903910305309428,8.694738077799488e-05,166.40383100509644
67,1.7837068059227683,0.25660785287618637,0.4008308193341707,0.8395222702013939,0.26217860442377094,0.7262638985351378,8.435655349597692e-05,166.00924396514893
68,1.7813956203994217,0.248571939766407,0.4055557592025527,0.8085778904943502,0.2650852540969137,0.6814917003606431,8.177644745078527e-05,166.0072536468506
69,1.7803975893900945,0.3155572513739268,0.40248623942895584,0.7906164578068867,0.2636257051267276,0.6569363490809007,7.920883091822406e-05,165.98255133628845
70,1.785970116828705,0.33316563814878464,0.4042282812097062,0.7896270048495713,0.26406560293375453,0.6550230012122227,7.665546361440947e-05,166.29226279258728
71,1.790882270652931,0.31486385067303974,0.4025388014169965,0.8393222412195063,0.26419116296972595,0.7258590686123774,7.411809548974794e-05,166.2051465511322
72,1.7760583383220059,0.2827192172408104,0.40199714802664493,0.8108724808643052,0.26242363140505653,0.6848261260208984,7.159846552960774e-05,166.18666005134583
73,1.7759045579216697,0.295756275455157,0.4055628367386121,0.7721994187347958,0.265791996314081,0.6318904714875231,6.909830056250527e-05,165.97009325027466
74,1.7881957000785775,0.29146576424439746,0.4016622497792529,0.8007607245945737,0.26371702389100754,0.6706298264801295,6.661931407662292e-05,166.1058156490326
75,1.77860811331889,0.27817878623803455,0.4056653777718526,0.8322667708060095,0.2660484112998799,0.7157566857733584,6.416320504546999e-05,166.139315366745
76,1.7760616816007173,0.2707129629949729,0.4042504043118917,0.7970141671095093,0.2650465011723453,0.6654105080540577,6.173165676349104e-05,166.28039717674255
77,1.773160406342753,0.30171949416399,0.4045360468915561,0.7724699077241337,0.26558593539961584,0.6328713511154199,5.932633569242001e-05,166.08289456367493
78,1.7769014868702921,0.27518926560878754,0.40435332524242723,0.7931925658076034,0.26488587874517405,0.660419624870387,5.6948890319170524e-05,166.16631627082825
79,1.777061645384435,0.2918824329972267,0.401594408753386,0.8009398744081507,0.262610371135163,0.670695360135826,5.460095002604534e-05,165.9507339000702
80,1.7709193112966897,0.2647733489672343,0.40511016482925966,0.7877950213961963,0.2660604353644268,0.6526243699438284,5.228412397403917e-05,166.00988507270813
81,1.7915565025556337,0.2641928990681966,0.40254038228631017,0.8041584405598002,0.2637587805310543,0.6750213378247932,5.0000000000000036e-05,166.00858354568481
82,1.7877315391193738,0.3020314375559489,0.40399255415254165,0.8095349735243759,0.26531555799633516,0.6831680055320711,4.775014352840513e-05,166.21454906463623
83,1.7766677924803087,0.27063171565532684,0.402519902571722,0.8341047739432524,0.2642132895781425,0.7179387553437832,4.5536096498497336e-05,166.35157871246338
84,1.7731502418751484,0.2908172806104024,0.40793286007760515,0.8308415337475855,0.26721454300283204,0.713178154829582,4.3359376307516705e-05,166.06251001358032
85,1.7717868289747438,0.28994495670000714,0.4043742660332324,0.7982026381056638,0.26457191765674887,0.6670298970261076,4.122147477075271e-05,166.13126587867737
86,1.7707520631643443,0.2770763312776883,0.4061727597583899,0.8027653880004971,0.26575837026819576,0.6736049899432213,3.912385709912795e-05,166.26917600631714
87,1.7711080116825504,0.2950101171930631,0.4041210244076922,0.7903503321382482,0.264449453389044,0.6563182528907315,3.706796089501629e-05,166.16677594184875
88,1.7870494877541816,0.272337573270003,0.4048540018341681,0.8166038110511126,0.2655694751472505,0.6929511810459125,3.505519516698166e-05,166.10422706604004
89,1.771973176019175,0.29945919911066693,0.40309246345351546,0.8243756504501482,0.2648088898594277,0.7039422263577344,3.3086939364114226e-05,166.1388328075409
90,1.7746681545997833,0.3096452330549558,0.4042159882695006,0.8085973042297104,0.26556845858498146,0.6811871109038913,3.11645424306246e-05,166.1672067642212
91,1.7719184285277254,0.26231617232163745,0.4040904817090705,0.8222217747579655,0.2647329600047547,0.7007495908512565,2.9289321881345268e-05,166.0891661643982
92,1.7663208279576335,0.27516226718823117,0.4101095907097007,0.8205885898411363,0.2679514755239457,0.6982373045320833,2.746256289877125e-05,165.9761357307434
93,1.777467679310512,0.31051889310280484,0.4019036071491259,0.8035405135981,0.2646921136647864,0.6745331019913263,2.568551745226061e-05,166.197181224823
94,1.7714004954258045,0.26934972902139026,0.40272429890404754,0.8338570912869984,0.2653352253916217,0.7172812285519714,2.3959403439996917e-05,165.82489585876465
95,1.7673332182677475,0.2602054923772812,0.4058441243357796,0.7994041972606499,0.26561059575012425,0.668480023765377,2.228540385430292e-05,166.1126561164856
96,1.771708946961623,0.27648337682088214,0.40432435166916364,0.8084889600685491,0.2653746643258762,0.6810903247753394,2.0664665970876482e-05,166.0020055770874
97,1.7701734929651647,0.3001215234398842,0.4042480092571224,0.817498467546134,0.26541142617404273,0.6940504948706564,1.9098300562505273e-05,166.03982281684875
98,1.7702012162108522,0.2685183783372243,0.4062624032568249,0.8251726956301059,0.2667481282552359,0.7051627337316169,1.758738113779846e-05,166.05903601646423
99,1.770840843240698,0.28379479547341663,0.4051371456779018,0.819177048276056,0.2665324932589791,0.6961803647704324,1.6132943205457613e-05,166.14409756660461
100,1.7683577600058975,0.28220417598883313,0.40430383430628414,0.8150824383605828,0.26557787112810555,0.6907957702703976,1.473598356459079e-05,165.9902467727661
101,1.7652323721172092,0.2789910063147545,0.4077092851385443,0.8113834758246005,0.26846298345565434,0.6853276583333511,1.3397459621556136e-05,166.0689971446991
102,1.7678148979907269,0.27456240604321164,0.40261574907953274,0.8160892915053969,0.26405621081840924,0.6919086563313867,1.2118288733803478e-05,165.95000743865967
103,1.7671826869457752,0.27261746178070706,0.4062549355273402,0.8204931090172902,0.26652895748383854,0.6983617008701786,1.0899347581163226e-05,165.96882009506226
104,1.7835654628860367,0.26673825333515805,0.40329657979637046,0.814369741439945,0.26522235573540937,0.6894067113887004,9.741471565013963e-06,166.04673051834106
105,1.768675333136445,0.29607296735048294,0.4064438664434777,0.8220201138752903,0.26599074387291616,0.7004020110069429,8.645454235739906e-06,166.07845258712769
106,1.768658816397607,0.27945341914892197,0.4039294829949512,0.8213360362474117,0.2656376610402148,0.6994958170411193,7.61204674887133e-06,166.4064817428589
107,1.7828885412716364,0.27944782624642056,0.4048496127669732,0.8180817196571254,0.2665246215329124,0.6948230387340483,6.641957350279829e-06,166.00577211380005
108,1.7843333603618863,0.2912448023756345,0.4055633145180459,0.8176295020946576,0.2664124116725837,0.6941860855520751,5.735850890782171e-06,165.79989457130432
109,1.7699545221728878,0.2786566565434138,0.40339587726988296,0.8200519358543786,0.2654487990014829,0.6976803736994347,4.89434837048465e-06,166.11309218406677
110,1.7665877296374395,0.2576858599980672,0.4060610205899376,0.8168701263802208,0.2669729401102646,0.6930852045476348,4.118026513180709e-06,165.98971581459045
111,1.765224490549181,0.2778986270229022,0.4044141997017365,0.8169482184730037,0.26544039629679694,0.6933900418772035,3.407417371093171e-06,165.92269444465637
112,1.78440850806403,0.30680686483780545,0.4035048152362503,0.818933966729583,0.26530603768605204,0.6962480779952204,2.7630079602323464e-06,165.90947031974792
113,1.7678963246045414,0.2783652941385905,0.40614648300792344,0.8173728896565038,0.26630105633626044,0.6938601003806367,2.1852399266194327e-06,165.86794257164001
114,1.7835114327344028,0.2899402951200803,0.40386046221820165,0.8192860615896095,0.2650026662292143,0.696669615229108,1.6745092436045505e-06,166.29334163665771
115,1.7635498617912506,0.2645254110296567,0.40599168684749404,0.8205152630364028,0.2672104817850867,0.698238591171035,1.2311659404862349e-06,166.24515461921692
116,1.769969888917216,0.2798977643251419,0.40198737137895174,0.8164464777257042,0.2653555899324169,0.6925502532449936,8.555138626189624e-07,166.28972673416138
117,1.7669492418115789,0.27046725153923035,0.4056531483007793,0.8191351817172032,0.26653786250756417,0.6963152527025444,5.478104631726604e-07,166.45796823501587
118,1.7694924986445821,0.28708255539337796,0.40568721316191253,0.8176242929953421,0.2661173928636627,0.6941492330032869,3.0826662668720385e-07,166.43151688575745
119,1.767590407308165,0.28033458938201267,0.4054379861571604,0.8174819235060032,0.2661946786175904,0.69404111559582,1.370465245426168e-07,166.4072015285492
120,1.7639433845773445,0.2864317720135053,0.40699533209578803,0.8170378870471264,0.26841909239460526,0.6933337932911959,3.4267502444274035e-08,166.58039927482605
