epoch,train_loss,train_acc_all,train_acc_no_bg,train_f1_macro,train_iou_macro,train_d21_acc,train_d21_f1,train_d21_iou,train_d21_bin_acc_all,train_pred_bg_frac,train_d11_acc,train_d11_f1,train_d11_iou,train_d11_bin_acc_all,train_d22_acc,train_d22_f1,train_d22_iou,train_d22_bin_acc_all,val_loss,val_acc_all,val_acc_no_bg,val_f1_macro,val_iou_macro,val_d21_acc,val_d21_f1,val_d21_iou,val_d21_bin_acc_all,val_pred_bg_frac,val_d11_acc,val_d11_f1,val_d11_iou,val_d11_bin_acc_all,val_d22_acc,val_d22_f1,val_d22_iou,val_d22_bin_acc_all,lr
1,2.4443934188856113,0.48582421149407234,0.2047373953086513,0.1963891227098594,0.118598788292829,0.898791397153248,0.3036787146230686,0.18896452887326134,0.9513105912641322,0.5176134442949628,0.8956675296538535,0.31285728134552493,0.1947283361276055,0.9460605541308558,0.9436787233222556,0.15978221008018204,0.09560283477049462,0.9846235688748973,1.5309384266535442,0.8452290097872416,0.5917757848898569,0.6052181882980784,0.44684081849741036,0.9606606479427552,0.7671224420950136,0.6263693709365277,0.9843171013725369,0.7486167947451273,0.9666093343973916,0.7832749115448902,0.6479784985620137,0.988459523518804,0.9594419948010259,0.6807519884512128,0.5194656665545788,0.9864340888128579,0.00019996573249755572
2,2.3115202130137624,0.6347742147378989,0.24765955156588054,0.3086903714814393,0.18769572947312949,0.9179572521179117,0.3585830933528797,0.22338963532208436,0.9682275198555593,0.6754129049661276,0.9167788691612112,0.3646642465641569,0.22826225679499987,0.9664291168425567,0.9427834778317006,0.3022142972492975,0.18177709575536147,0.9794094379130863,1.1525307297706604,0.8251195351282755,0.7044200599193573,0.7087364017777217,0.5540750729630749,0.9638794732769641,0.7788101722520842,0.6405922156557307,0.9862553066676756,0.7004255553086599,0.9634172277826675,0.7786221963766834,0.639044121705668,0.983609602186339,0.9678557265549558,0.6860828241305343,0.5265291573351663,0.9902915954589079,0.0001998629534754574
3,2.291663784247178,0.6544239604389751,0.252524017844792,0.3202606775568535,0.1955799697473492,0.9205086910440325,0.3721489954049705,0.2332060026107142,0.9697734592677094,0.696766993382594,0.9191935743020349,0.37904848508081446,0.2387168420715458,0.9681131322899998,0.9438398034759374,0.3163969885318741,0.19152251845017254,0.9802591817361576,1.211154043674469,0.816727876663208,0.7291098932425181,0.7306956681525335,0.582639413356468,0.9739206662279511,0.8490281822854282,0.7428858716267369,0.9753925747340827,0.6855670611063639,0.9710813352292808,0.832599462811266,0.7164792211437806,0.9791950649684574,0.971491228805383,0.7520989360094353,0.6084801632646735,0.9881477355956267,0.00019969173337331284
4,2.2779240258090145,0.659924700543597,0.2562776642454254,0.32596933215696305,0.20004800900791153,0.9202111380679082,0.3689567386776918,0.23194734870036557,0.9696217250156336,0.7023834015105987,0.9187259091207186,0.36927050511733406,0.23226698288027392,0.9682564902138143,0.9447511293608479,0.32017430265983815,0.19571744873440808,0.980696511435267,1.0786514679590862,0.8147911131381989,0.70377117395401,0.7076843016631825,0.5540154364485613,0.9663134065259146,0.7892915352114033,0.6556535988708546,0.988016425238639,0.6885332763195038,0.965315235232414,0.7904141851319073,0.6545244910320959,0.9828044467501411,0.9715525677174545,0.7162531380561087,0.5658110407295581,0.9922674391004009,0.00019945218953682734
5,2.208655313178376,0.6243144215403736,0.2652861215174198,0.3306729831829867,0.20467595376396713,0.9226796168043485,0.3802230391522471,0.24216218904337966,0.9712650859271827,0.6566476888589926,0.923452337985987,0.38924832573853485,0.2493021845029473,0.9719145448057066,0.9475342606889914,0.3280055446540593,0.20243457525603165,0.9835032216318088,0.8946174383163452,0.8175921241442362,0.7159592707951864,0.7183397398928206,0.5674097599495175,0.9683351912972405,0.8055062744700215,0.6772007075502563,0.9864164564343856,0.6897755165894827,0.9705446640080858,0.8350030122909041,0.7185586410630024,0.9812721252440649,0.9705375871580605,0.7139330270658742,0.560167559705422,0.9903117709688906,0.00019914448613738106
6,2.1589510649234267,0.6022935880647673,0.27398335130012536,0.33904349196940703,0.21176611243933327,0.9269668502652916,0.38537269101589605,0.24723142773399387,0.9761436302344373,0.6265257722014314,0.9276174050578575,0.3906107115662757,0.2515690612100765,0.9773553701546731,0.9507821064611377,0.34300302210973094,0.21493999752037754,0.9862435080787599,0.8915847539901733,0.7968249917030334,0.6912306447823843,0.6906946244677421,0.5361795970812775,0.9680819155403019,0.7876913560293723,0.6537663664499663,0.9864516364202798,0.6735550860563914,0.9686477420791135,0.7950873125703645,0.6631447248727903,0.9867425706650713,0.9622238025164404,0.6468273870168223,0.48496326018773445,0.9877332051594289,0.0001987688340595138
7,2.1475178761915727,0.5822350562035621,0.27703824681001943,0.33989410009544496,0.21191109864084673,0.928562797639978,0.38731564497185483,0.24861239867091794,0.9786787766675935,0.5996927114633414,0.9296335127956465,0.3980197817574571,0.2570045462369704,0.9796284495533015,0.9508916469394442,0.3354600013576963,0.20877269525496894,0.9870785266368619,0.8844341039657593,0.7751594583193461,0.7350100179513296,0.735230512287218,0.5863368080824229,0.968946954466238,0.8162350856805315,0.6918446279554131,0.9800286187065216,0.6417447427908579,0.9695627662084231,0.8176026632481569,0.6944811030311616,0.9823965284558702,0.9695658643685725,0.7194728648324261,0.565724503848553,0.9872955322264864,0.0001983254907563955
8,2.1306227570647125,0.615403342080283,0.2709942146406307,0.3406552307022146,0.21186632270576122,0.9298960592173221,0.38920799525066746,0.24918563660093737,0.9800963501829452,0.6431626006439849,0.9305829666244324,0.3974848114817791,0.25526212859341374,0.9809954449846279,0.9511829741432817,0.3381239836439428,0.21043775436888826,0.9874022157041423,0.9541201690832773,0.8046250343322754,0.6880878508090973,0.6834693874935955,0.5293961183854349,0.9696259314043721,0.8073277689902308,0.6793168564590686,0.9868470933701495,0.6812094847361246,0.9738401513351653,0.8332200154206767,0.7161132489198664,0.9873402065700191,0.9619198846529988,0.6382962014335061,0.4719127421225969,0.9883311801485782,0.00019781476007338058
9,2.1259652584582778,0.5761026769251256,0.27842246803578796,0.3398894072263879,0.21127705866151641,0.9293145444451917,0.3909173851052717,0.25076044467656833,0.9792434052153154,0.5916874492085064,0.9291938658376152,0.3897002618836711,0.24981792116070442,0.9800136005961062,0.9519414641505044,0.34798946040385426,0.21669733216814396,0.9875263134081961,0.8229662080605825,0.8156242469946543,0.7150657077630361,0.713835005203031,0.5613209686993662,0.9664661947396002,0.7817073158013584,0.6443312836196964,0.988429514566981,0.6866342425346375,0.9547140393519186,0.7098860346592725,0.5510795519370106,0.9837742275661133,0.9738254525452835,0.7466470671237059,0.6021875633820396,0.9913497924803921,0.00019723699203976766
10,2.1279301801761545,0.5925227878810643,0.2765330697273041,0.34109859444025664,0.21212578783320227,0.9297341934383813,0.39199260835661204,0.2509967063850935,0.9801121958485101,0.6125142024113581,0.9298342530481621,0.3978210280599997,0.255556571823367,0.980033874511644,0.9515873829056791,0.3459662200905722,0.21567127187601332,0.9874324131678115,0.8413741588592529,0.8434727191925049,0.6957335670789083,0.7035724548779808,0.5522462699844782,0.9726979365597094,0.8235063847774894,0.7037365556242193,0.9888837178547414,0.7232765257358551,0.9701182686526616,0.8140324283727023,0.6878737522526838,0.986392127142936,0.9675398306918986,0.660251446807847,0.5007131303407178,0.9907815721299148,0.0001965925826289068
11,2.1239993338818315,0.5720699817150623,0.276769568375149,0.3375628723328909,0.21006136129607605,0.9300348363320081,0.39244786449946734,0.25196252437811567,0.9797975766908125,0.5880364371346427,0.9306272366227867,0.39591348237470636,0.25507832099614985,0.9806017575563335,0.951480330148872,0.34154395429819445,0.21198909547596656,0.9873535583068521,0.7198092639446259,0.7974191506703695,0.7631606956322988,0.7612630837861699,0.6199604840094549,0.9770885699224104,0.8631088408192972,0.7624244519465372,0.981747266981261,0.657922367254893,0.9777741764573756,0.8682642440682792,0.7689556605017055,0.9823104010687175,0.9743017259496702,0.7578940090559111,0.6163766052839925,0.9882490370007918,0.0001958819734868193
12,2.1257952309988597,0.6071729326581622,0.27615770635071335,0.34125557329239964,0.21313767597750533,0.9298947432608075,0.3903329377493963,0.251228379291306,0.9800523344452653,0.6301943372179578,0.930100720558923,0.3937554505547807,0.25388999252998207,0.9806483342096608,0.9516390484687556,0.3358587039911437,0.20835968977521438,0.9876427817177186,0.738757312297821,0.8419239521026611,0.7579793433348337,0.7623522373544076,0.6195971817716902,0.9701226247124205,0.8189645988699893,0.6952141503798402,0.985946061876009,0.7057496905326843,0.9731382433530378,0.8355549987781393,0.7190256656348312,0.986208767361035,0.9704805251046614,0.7420406105064848,0.5937503577882278,0.988843366834776,0.00019510565162951534
13,2.116397615912911,0.5693433001324847,0.2811017052068577,0.3434455103838836,0.2138882715080264,0.9303204346681131,0.3936449422061419,0.2521001360466431,0.9804642683975431,0.5822218248060533,0.9294319521228268,0.39252001320791874,0.2507467061250981,0.9800764497342728,0.951632933141423,0.3471813191202211,0.216303740140478,0.9872892686536342,0.8263786733150482,0.7913404703140259,0.7065804501374563,0.7067088031988588,0.5573890893469525,0.9701163864621346,0.8031595816864018,0.6744343151551044,0.9849910312227971,0.6646153827508291,0.9757917779204908,0.8477572541124682,0.7378842252603355,0.9844356960719726,0.9616492405636734,0.6254584327336962,0.45896109793520234,0.9875115288627709,0.00019426414910921785
14,2.106556770684836,0.6264145324280211,0.2756787087846469,0.3481463031981803,0.21729625775101113,0.930031565988501,0.39446300013508984,0.2529423783933081,0.9802843640733516,0.6545601691399421,0.9300427445816748,0.3997728980627164,0.25711120616945415,0.9804637882258591,0.9523153989020797,0.3525344633608652,0.2204490662517789,0.9876439554707234,1.1436072786649067,0.8557292620340983,0.6469601492087046,0.6562372976739631,0.4962430650190533,0.9520223671318592,0.6905216558418846,0.5283578043427003,0.9869044833712345,0.7475563983122507,0.9422758627882893,0.6342451506315818,0.4645655289842093,0.9837858412000108,0.9688588502458079,0.6519912615593563,0.48724807336611725,0.9921758863660259,0.00019335804264972016
15,2.105743067247884,0.6221397773369209,0.27752155427645137,0.34865438104504176,0.21789394013499322,0.9298053788276135,0.3934128900820134,0.2524847028602791,0.9801875828028643,0.6483270071603201,0.9294135154391316,0.3926231717087755,0.2517504434382951,0.98049772035818,0.9521591646429286,0.3501114840560497,0.21845874326859208,0.9874853921102558,0.6784839828809103,0.8037770688533783,0.744955430428187,0.747043179743621,0.6040516342828526,0.9754233204893046,0.8482153350046652,0.738544592826527,0.9824610392251844,0.6676273842652639,0.9722937827329367,0.8344012622886554,0.7167058645552551,0.9812455071342558,0.97725568887387,0.790693752054033,0.6586877334566177,0.9877577039929794,0.00019238795325112867
16,2.090995038305963,0.6089876615084134,0.2827281855515667,0.3553497485950187,0.22186528731311894,0.9310386787295523,0.4045890176279142,0.2594975311423305,0.9806938438148016,0.6309126740569001,0.9313003949570338,0.4084569163068372,0.2624581715419152,0.9811694805437953,0.952453206642382,0.3532575126787122,0.21954128348071653,0.987845787635141,0.7710760037104288,0.8161293963591257,0.760647584994634,0.7565674318080241,0.6131661732028841,0.9714055006175485,0.8244291032156595,0.7042616064146686,0.9857959323458441,0.6774429380893707,0.9757032683768531,0.8512601166411174,0.7428481814790567,0.9861307779947155,0.9681868383444003,0.6985274135394736,0.5406839418756133,0.9893024020724063,0.00019135454576426006
17,2.0899633419263615,0.6103902963491586,0.28349808009562794,0.3546955906199437,0.22270009254881096,0.9312492794684705,0.4019247681980684,0.25929721142832335,0.9808540077475485,0.632339904358337,0.9311320795837305,0.40371151793260673,0.2608636372901665,0.9808143135550224,0.9525986266789673,0.3559580451373351,0.22298154248000202,0.9877240374370969,0.782215416431427,0.8307993610699972,0.7375268936157227,0.7408092338855573,0.5954452167265877,0.9758030896992018,0.8622528308747263,0.7596359133019533,0.9843309190537436,0.697583943605423,0.9789613122255548,0.8688551366749238,0.7694621925815639,0.9863620334200628,0.967733705633942,0.7051306628767287,0.5486734413854166,0.9880620320637258,0.00019025852843498607
18,2.0894263449248736,0.6366849245724978,0.27863965089712944,0.3544886305283397,0.22241391595628981,0.9302567970674936,0.3988453105020484,0.25645554858858827,0.9801093148184071,0.6665399191262839,0.9304394743898582,0.40216757156284305,0.2590654841549202,0.9804677896565573,0.9525229298577091,0.35589921222222215,0.22342832996053164,0.9876770339644952,0.5894033710161845,0.8119365374247233,0.7846302588780721,0.7856688962744415,0.6516914217072735,0.9763539332559974,0.8559074731125557,0.7516079435488591,0.9855077107746634,0.669213871161143,0.9783402173050096,0.864325096040781,0.7628356752530889,0.9863226148816513,0.9738474238584636,0.7695658843781742,0.6313906308844196,0.9868521796331704,0.00018910065241883677
19,2.0863579595005595,0.5959246975558621,0.2815298490955696,0.3485833291105057,0.21817364904672193,0.9304178981373012,0.39518287634970123,0.2538944812085443,0.9806289672850818,0.6145451685765406,0.9308570165233765,0.4000200085495657,0.25795041784821776,0.9811981841400039,0.9522207247055458,0.354153459147927,0.22143675105790453,0.9874940352005639,1.0727553069591522,0.8466812173525492,0.7424882551034292,0.7473865768774818,0.6028091640223168,0.976310437882832,0.8543704815216279,0.74769137355845,0.9869940016004012,0.7157299518585205,0.9754635033934984,0.8531818924835398,0.7450562366436987,0.9866093105739254,0.9748130854353884,0.7632398121401246,0.6205466072936359,0.9899557325574322,0.00018788171126619653
20,2.0980681089254527,0.6169672079019614,0.2787847386581914,0.35049087167049675,0.2189418376682683,0.9300151075400896,0.3992689375576601,0.25583308795994353,0.9800745823999472,0.6422128210534582,0.9293207256485395,0.3942740529835429,0.2524729572371567,0.9800869601589067,0.9525130789497174,0.35936033203017315,0.22467613877306486,0.9875570443959584,0.795346756776174,0.859695186217626,0.7515706121921539,0.7568473173539315,0.6175771111105464,0.9766195271113348,0.8582961348456718,0.7549776926215207,0.9883758544921112,0.7279605468114217,0.9776184950745881,0.8598512468098973,0.7554549845798997,0.9877655029296112,0.9721023770012378,0.7233244205681332,0.5725207585703479,0.9913964165580832,0.00018660254037844388
21,2.0880090239998346,0.6099978893786877,0.2843405911764065,0.35459842520913815,0.22260406612523115,0.9301748297095327,0.39998447553134764,0.25742551025378196,0.9799677175241,0.6318867823460719,0.9299754228110554,0.40277259710091107,0.25950636791893783,0.9799685178102395,0.9526829712423902,0.3609152563624037,0.22738916323382283,0.9877435110664948,0.5865194002787272,0.8122378091017405,0.790738026301066,0.7886898039428494,0.6555213695589707,0.9792159903076137,0.8765985300039006,0.7826444873341757,0.9827388339571722,0.667320599158605,0.9786486729248205,0.8669016442913847,0.7664486948400114,0.9860137939452364,0.9776778353239467,0.7920106238750132,0.6597868019418337,0.9893328348794809,0.00018526401643540922
22,2.068594738320037,0.6465969485836429,0.28420787075391185,0.36551003435910856,0.23057458934120126,0.9326695878942733,0.4103537277452341,0.2656679340724677,0.982104961688627,0.6766309938230715,0.9320636264736463,0.4110387651178964,0.26630075938700515,0.9817677744617913,0.9537677486796615,0.3736393626164467,0.2361021119140042,0.9882558542530934,1.9855226675669353,0.7883085509141287,0.40013589709997177,0.4168458566058706,0.2747927912956578,0.9428407575496126,0.5324151968909733,0.36901699503607155,0.9832694159612956,0.7366673052310944,0.9430201619872586,0.5359390104065637,0.37261579044292414,0.9845083448621201,0.9549655260960792,0.3966780275199555,0.2567111052060952,0.9883549160426753,0.0001838670567945424
23,2.0931802729626634,0.6040337835992133,0.28574280834177157,0.3536528602528918,0.22268988620585642,0.9308239393347622,0.399874448788943,0.25852103287540873,0.980304424579252,0.6239456496872269,0.9301799351985773,0.3998380312216937,0.2584109893736869,0.9799849503523068,0.9530105445253744,0.3617458582732915,0.22832749198858385,0.9875659008959037,0.7423444390296936,0.8386929929256439,0.7720353901386261,0.7771257390843357,0.6422608276701854,0.9801396147431425,0.8795306409422804,0.7869248272534044,0.9873645358614688,0.6987340350945791,0.9810081338579985,0.8846755956589837,0.7938278862882062,0.987544504801356,0.9783150593128188,0.794838785527736,0.6639972651873652,0.9908648173013558,0.00018241261886220157
24,2.0761014431506606,0.6357433079005955,0.2849301232637225,0.3633819191880786,0.22858959943712662,0.9319591052786775,0.4120979499552767,0.2662478656431106,0.9811394964897632,0.6628544413960064,0.93183517352964,0.4137724678235178,0.26774410406825117,0.9813064361784924,0.9532665985430512,0.36942796556033813,0.23282676618039452,0.9877434577140856,0.8073661724726359,0.8436870177586874,0.7344610393047333,0.7278038931444483,0.578821434596921,0.9581317153199594,0.7580687476459179,0.610989494469607,0.9844427320691514,0.7108353575070699,0.9509806166052192,0.7035898934724437,0.543722934922371,0.9842331780326932,0.9681842712974195,0.7249267854992345,0.5709980823850987,0.9888359917533959,0.00018090169943749476
25,2.0883039486158146,0.6230750450721154,0.28717741021117965,0.36214857324255456,0.22709478487607662,0.9307755139938408,0.4106917316297382,0.2645569915199994,0.9805315991380916,0.6460751086681873,0.9297468537532398,0.3997033220500965,0.2554094669972786,0.9806635396463138,0.953211459072999,0.3745523745710205,0.23618800076586083,0.9875477077243292,0.6693057815233866,0.8024551471074423,0.7744197249412537,0.7706182405980341,0.6324918476771632,0.9760171050116603,0.8607118422182575,0.7565505968090309,0.9823566012911567,0.660852054754893,0.9738827149308426,0.8460594328173006,0.7345078073333413,0.9802808125813046,0.9762079330413159,0.7882573229646149,0.6523331927955641,0.9883795844183264,0.00017933533402912354
26,2.060844375536992,0.5955129236608119,0.29892686301178034,0.3711556870041621,0.23537338378086695,0.9325283172648364,0.41829614774864965,0.2728506864339084,0.9810778211046014,0.6087337040401005,0.932188279535746,0.4168689289163089,0.2718808785630785,0.9809974723761814,0.9542986849407321,0.38536027754623137,0.2460688598691602,0.9880396169381622,0.5638310561577479,0.8764341672261556,0.7823701500892639,0.789258106329369,0.6562593126748055,0.9784106317298197,0.8686565672353611,0.7696950156115933,0.9895317077635953,0.7371845742066702,0.9798246227042496,0.8810691868415906,0.7885769038132256,0.9885703192816077,0.9798305767624015,0.8082725176370454,0.6813545748878148,0.991924455430696,0.0001777145961456971
27,2.0708155298566484,0.5930628743205038,0.29546873459032363,0.3647713081978543,0.23014662742287947,0.9313597091752653,0.40863285645800346,0.26383146658194906,0.9811734819744935,0.6064767370690832,0.9312096969743239,0.40796940203060955,0.26344569625527037,0.9812082143929539,0.9534171440074164,0.369009999494573,0.23298051279452478,0.9880849664860752,1.849051872889201,0.7874808510144552,0.5315055300792059,0.5228888239590616,0.3727855138351326,0.946989636584021,0.6811271757934986,0.5189727740752986,0.9829370286728841,0.7151173154513041,0.9602222419755035,0.7650755172540062,0.6204460163828035,0.9845438639322156,0.9540154904276376,0.3952254570578957,0.25550779691934633,0.9879787868922848,0.0001760405965600031
28,2.075082188719636,0.6326054926518794,0.28589903147747886,0.36210393257341134,0.228452690172644,0.9308231456949154,0.40635755426899,0.26207264195754154,0.9803235247417847,0.6590429452749399,0.9310813278793448,0.40921442108482753,0.26452782341012704,0.9807188127423584,0.9520935742191396,0.35521084962425004,0.22233147410504062,0.9875134021251432,0.6865893602371216,0.8360887368520101,0.7712474664052328,0.7742837153333713,0.6359438015085103,0.9749321153506636,0.8469536906622777,0.7353819100857618,0.9895195007323455,0.6971463561058044,0.9661365272052626,0.7824769181253162,0.6431064170193452,0.9855487399630315,0.9783089328758315,0.7952981130249119,0.6621246892828394,0.9922311570908523,0.00017431448254773944
29,2.066881562446381,0.6617043235085227,0.28740710796384544,0.37120335538264726,0.23535510676421678,0.9333898217241863,0.42024136260782485,0.27383042984779243,0.9823832478555848,0.6939010086593095,0.9326787647948285,0.41754229224721834,0.27161540245610033,0.982187764627875,0.9547459696071634,0.38310293453507205,0.24431732057653174,0.9885174411159375,1.342439204454422,0.7722337543964386,0.7269804179668427,0.717205271137998,0.5710502740542807,0.9725583423152617,0.834703146346329,0.7180794623886362,0.9842156304252713,0.6400700112183889,0.973069333748872,0.84793964812083,0.7366133078299417,0.9828046162922418,0.9700614907913967,0.7370888016194095,0.5872181926121413,0.9869896782768336,0.00017253743710122875
30,2.0712916017412306,0.6363394143698099,0.28669198237724236,0.3612396574307207,0.2291359472867342,0.9318563394743052,0.41032133843042384,0.26686827047979084,0.9810972947339995,0.6621660886110959,0.930792356769368,0.40568583270091796,0.2632599688839896,0.9809523895903152,0.9536097689992814,0.3751818764907348,0.2386367539234201,0.9878397588128891,0.6138957540194193,0.8099082211653391,0.8085139493147532,0.8065173268332159,0.6791477039013318,0.9783957838555395,0.8732759909522104,0.7771781757590023,0.9836129082573025,0.6611699461936951,0.9776035819758838,0.8644892553196799,0.7628779836693064,0.9852164374456706,0.9805361373122841,0.8318590128433064,0.714394132708763,0.9885942247178057,0.00017071067811865476
